"","run","samples","edays","egord","xseed","yseed","degord","nobjects","dev","type","k"
"1",1,0,27.6525,0,32.86,19.72,2.16666666666667,1,2.16666666666667,"IXR",2.5
"2",2,0,27.6525,0,54.22,51.86,2.16666666666667,1,2.16666666666667,"IXR",2.5
"3",3,0,27.6525,0,35.8,20.64,2.16666666666667,1,2.16666666666667,"IXR",2.5
"4",4,0,27.6525,0,43.97,40.17,2.16666666666667,1,2.16666666666667,"IXR",2.5
"5",5,0,27.6525,0,25.87,23.23,2.16666666666667,1,2.16666666666667,"IXR",2.5
"6",6,26,27.6525,1.95875217481761,17.43,49.37,2.16666666666667,1,0.207914491849061,"IXR",2.5
"7",7,42,27.6525,3.16413812855152,50.93,23.1,2.16666666666667,1,-0.997471461884849,"IXR",2.5
"8",8,2,27.6525,0.150673244216739,48.74,10.94,2.16666666666667,1,2.01599342244993,"IXR",2.5
"9",9,9,27.6525,0.678029598975325,50.7,11.9,2.16666666666667,1,1.48863706769134,"IXR",2.5
"10",10,5,27.6525,0.376683110541847,38.29,49.85,2.16666666666667,1,1.78998355612482,"IXR",2.5
"11",11,5,27.6525,0.376683110541847,34.71,46.15,2.16666666666667,1,1.78998355612482,"IXR",2.5
"12",12,14,27.6525,1.05471270951717,28.71,46.76,2.16666666666667,1,1.11195395714949,"IXR",2.5
"13",13,33,27.6525,2.48610852957619,47.99,28.84,2.16666666666667,1,-0.319441862909525,"IXR",2.5
"14",14,0,27.6525,0,47.7,52.39,2.16666666666667,1,2.16666666666667,"IXR",2.5
"15",15,125,27.6525,9.41707776354618,12.05,54.8,2.16666666666667,1,-7.25041109687951,"IXR",2.5
"16",1,22,27.6525,1.65740568638413,23.81,11.23,2.16666666666667,1,0.509260980282539,"IXR",5
"17",2,88,27.6525,6.62962274553651,33.45,41.16,2.16666666666667,1,-4.46295607886984,"IXR",5
"18",3,2,27.6525,0.150673244216739,53.4,48.23,2.16666666666667,1,2.01599342244993,"IXR",5
"19",4,22,27.6525,1.65740568638413,19.41,13.88,2.16666666666667,1,0.509260980282539,"IXR",5
"20",5,10,27.6525,0.753366221083694,16.95,24.84,2.16666666666667,1,1.41330044558297,"IXR",5
"21",6,4,27.6525,0.301346488433478,54.94,40.64,2.16666666666667,1,1.86532017823319,"IXR",5
"22",7,8,27.6525,0.602692976866955,52.04,40.78,2.16666666666667,1,1.56397368979971,"IXR",5
"23",8,72,27.6525,5.4242367918026,25.82,38.08,2.16666666666667,1,-3.25757012513593,"IXR",5
"24",9,2,27.6525,0.150673244216739,54.28,42.38,2.16666666666667,1,2.01599342244993,"IXR",5
"25",10,39,27.6525,2.93812826222641,28.47,33.58,2.16666666666667,1,-0.771461595559741,"IXR",5
"26",11,0,27.6525,0,50.26,28.3,2.16666666666667,1,2.16666666666667,"IXR",5
"27",12,14,27.6525,1.05471270951717,19.15,52.58,2.16666666666667,1,1.11195395714949,"IXR",5
"28",13,58,27.6525,4.36952408228543,33.9,49.15,2.16666666666667,1,-2.20285741561876,"IXR",5
"29",14,14,27.6525,1.05471270951717,40.74,16.82,2.16666666666667,1,1.11195395714949,"IXR",5
"30",15,14,27.6525,1.05471270951717,47.23,35.84,2.16666666666667,1,1.11195395714949,"IXR",5
"31",1,22,27.6525,1.65740568638413,22.83,50.2,2.16666666666667,1,0.509260980282539,"IXR",10
"32",2,47,27.6525,3.54082123909336,14.97,41.44,2.16666666666667,1,-1.3741545724267,"IXR",10
"33",3,70,27.6525,5.27356354758586,27.98,27.1,2.16666666666667,1,-3.10689688091919,"IXR",10
"34",4,38,27.6525,2.86279164011804,29.14,45.31,2.16666666666667,1,-0.696124973451372,"IXR",10
"35",5,30,27.6525,2.26009866325108,25.18,46.27,2.16666666666667,1,-0.0934319965844166,"IXR",10
"36",6,20,27.6525,1.50673244216739,35.27,46.1,2.16666666666667,1,0.659934224499278,"IXR",10
"37",7,7,27.6525,0.527356354758586,48.71,36.86,2.16666666666667,1,1.63931031190808,"IXR",10
"38",8,23,27.6525,1.7327423084925,33.34,37.68,2.16666666666667,1,0.433924358174169,"IXR",10
"39",9,12,27.6525,0.904039465300433,53.78,47.08,2.16666666666667,1,1.26262720136623,"IXR",10
"40",10,71,27.6525,5.34890016969423,19.99,26.85,2.16666666666667,1,-3.18223350302756,"IXR",10
"41",11,34,27.6525,2.56144515168456,40.28,14,2.16666666666667,1,-0.394778485017894,"IXR",10
"42",12,52,27.6525,3.91750434963521,27.9,34.95,2.16666666666667,1,-1.75083768296854,"IXR",10
"43",13,42,27.6525,3.16413812855152,35.67,18.1,2.16666666666667,1,-0.997471461884849,"IXR",10
"44",14,56,27.6525,4.21885083806869,27.7,17.67,2.16666666666667,1,-2.05218417140202,"IXR",10
"45",15,42,27.6525,3.16413812855152,23.93,10.68,2.16666666666667,1,-0.997471461884849,"IXR",10
"46",1,28,27.6525,2.10942541903434,43.84,51.54,2.16666666666667,1,0.0572412476323225,"IXR",20
"47",2,36,27.6525,2.7121183959013,41.55,28.51,2.16666666666667,1,-0.545451729234633,"IXR",20
"48",3,28,27.6525,2.10942541903434,37.96,37.44,2.16666666666667,1,0.0572412476323225,"IXR",20
"49",4,17,27.6525,1.28072257584228,11.36,46.16,2.16666666666667,1,0.885944090824386,"IXR",20
"50",5,24,27.6525,1.80807893060087,20.94,22.17,2.16666666666667,1,0.3585877360658,"IXR",20
"51",6,13,27.6525,0.979376087408803,12.41,16.03,2.16666666666667,1,1.18729057925786,"IXR",20
"52",7,27,27.6525,2.03408879692597,12.64,21.26,2.16666666666667,1,0.132577869740692,"IXR",20
"53",8,22,27.6525,1.65740568638413,45.86,37.33,2.16666666666667,1,0.509260980282539,"IXR",20
"54",9,28,27.6525,2.10942541903434,19.74,51.26,2.16666666666667,1,0.0572412476323225,"IXR",20
"55",10,37,27.6525,2.78745501800967,16.94,17.22,2.16666666666667,1,-0.620788351343003,"IXR",20
"56",11,23,27.6525,1.7327423084925,14.83,23.79,2.16666666666667,1,0.433924358174169,"IXR",20
"57",12,34,27.6525,2.56144515168456,15.4,45.19,2.16666666666667,1,-0.394778485017894,"IXR",20
"58",13,30,27.6525,2.26009866325108,46.83,25.77,2.16666666666667,1,-0.0934319965844166,"IXR",20
"59",14,30,27.6525,2.26009866325108,48.3,44.69,2.16666666666667,1,-0.0934319965844166,"IXR",20
"60",15,30,27.6525,2.26009866325108,24.38,31.93,2.16666666666667,1,-0.0934319965844166,"IXR",20
"61",1,31,27.6525,2.33543528535945,23.77,44.14,2.16666666666667,1,-0.168768618692786,"IXR",100
"62",2,25,27.6525,1.88341555270924,30.06,36.2,2.16666666666667,1,0.283251113957431,"IXR",100
"63",3,30,27.6525,2.26009866325108,13.2,53.45,2.16666666666667,1,-0.0934319965844166,"IXR",100
"64",4,32,27.6525,2.41077190746782,15.51,45.48,2.16666666666667,1,-0.244105240801155,"IXR",100
"65",5,21,27.6525,1.58206906427576,27.97,33.54,2.16666666666667,1,0.584597602390909,"IXR",100
"66",6,19,27.6525,1.43139582005902,34.27,50.54,2.16666666666667,1,0.735270846607647,"IXR",100
"67",7,28,27.6525,2.10942541903434,27.35,18.73,2.16666666666667,1,0.0572412476323225,"IXR",100
"68",8,29,27.6525,2.18476204114271,48.28,13.72,2.16666666666667,1,-0.0180953744760473,"IXR",100
"69",9,22,27.6525,1.65740568638413,54.93,45.94,2.16666666666667,1,0.509260980282539,"IXR",100
"70",10,24,27.6525,1.80807893060087,19.89,12.22,2.16666666666667,1,0.3585877360658,"IXR",100
"71",11,25,27.6525,1.88341555270924,12.68,29.91,2.16666666666667,1,0.283251113957431,"IXR",100
"72",12,33,27.6525,2.48610852957619,47.89,54.43,2.16666666666667,1,-0.319441862909525,"IXR",100
"73",13,19,27.6525,1.43139582005902,46.52,13.48,2.16666666666667,1,0.735270846607647,"IXR",100
"74",14,25,27.6525,1.88341555270924,22.69,11.79,2.16666666666667,1,0.283251113957431,"IXR",100
"75",15,30,27.6525,2.26009866325108,35.71,44.77,2.16666666666667,1,-0.0934319965844166,"IXR",100
"76",1,0,27.6525,0,19.76,34.9,1.08333333333333,1,1.08333333333333,"IXR",2.5
"77",2,0,27.6525,0,51.54,37.36,1.08333333333333,1,1.08333333333333,"IXR",2.5
"78",3,0,27.6525,0,30.4,42.14,1.08333333333333,1,1.08333333333333,"IXR",2.5
"79",4,0,27.6525,0,46.1,34.44,1.08333333333333,1,1.08333333333333,"IXR",2.5
"80",5,0,27.6525,0,29.95,19.27,1.08333333333333,1,1.08333333333333,"IXR",2.5
"81",6,0,27.6525,0,15.09,32.35,1.08333333333333,1,1.08333333333333,"IXR",2.5
"82",7,0,27.6525,0,28.04,45.7,1.08333333333333,1,1.08333333333333,"IXR",2.5
"83",8,0,27.6525,0,52.74,12.49,1.08333333333333,1,1.08333333333333,"IXR",2.5
"84",9,0,27.6525,0,35.34,35.22,1.08333333333333,1,1.08333333333333,"IXR",2.5
"85",10,0,27.6525,0,34.77,29.39,1.08333333333333,1,1.08333333333333,"IXR",2.5
"86",11,0,27.6525,0,32.55,15.47,1.08333333333333,1,1.08333333333333,"IXR",2.5
"87",12,50,27.6525,3.76683110541847,17.14,51.63,1.08333333333333,1,-2.68349777208514,"IXR",2.5
"88",13,0,27.6525,0,36.33,12.39,1.08333333333333,1,1.08333333333333,"IXR",2.5
"89",14,0,27.6525,0,49.85,17.11,1.08333333333333,1,1.08333333333333,"IXR",2.5
"90",15,20,27.6525,1.50673244216739,18.82,12.79,1.08333333333333,1,-0.423399108834055,"IXR",2.5
"91",1,26,27.6525,1.95875217481761,42.17,51.35,1.08333333333333,1,-0.875418841484272,"IXR",5
"92",2,44,27.6525,3.31481137276826,24.3,33.65,1.08333333333333,1,-2.23147803943492,"IXR",5
"93",3,48,27.6525,3.61615786120173,23.18,35.28,1.08333333333333,1,-2.5328245278684,"IXR",5
"94",4,66,27.6525,4.97221705915238,30.59,36.85,1.08333333333333,1,-3.88888372581905,"IXR",5
"95",5,14,27.6525,1.05471270951717,17.11,52.48,1.08333333333333,1,0.0286206238161613,"IXR",5
"96",6,19,27.6525,1.43139582005902,25.8,10,1.08333333333333,1,-0.348062486725686,"IXR",5
"97",7,17,27.6525,1.28072257584228,38.25,29.19,1.08333333333333,1,-0.197389242508947,"IXR",5
"98",8,2,27.6525,0.150673244216739,12.09,27.04,1.08333333333333,1,0.932660089116594,"IXR",5
"99",9,26,27.6525,1.95875217481761,38.6,13.09,1.08333333333333,1,-0.875418841484272,"IXR",5
"100",10,2,27.6525,0.150673244216739,13.7,26.24,1.08333333333333,1,0.932660089116594,"IXR",5
"101",11,12,27.6525,0.904039465300433,49.86,37.17,1.08333333333333,1,0.1792938680329,"IXR",5
"102",12,42,27.6525,3.16413812855152,25.86,33.7,1.08333333333333,1,-2.08080479521818,"IXR",5
"103",13,9,27.6525,0.678029598975325,27.06,27.5,1.08333333333333,1,0.405303734358008,"IXR",5
"104",14,8,27.6525,0.602692976866955,32.3,18.64,1.08333333333333,1,0.480640356466378,"IXR",5
"105",15,32,27.6525,2.41077190746782,17.43,35.32,1.08333333333333,1,-1.32743857413449,"IXR",5
"106",1,3,27.6525,0.226009866325108,24.43,50.36,1.08333333333333,1,0.857323467008225,"IXR",10
"107",2,29,27.6525,2.18476204114271,22.98,35.02,1.08333333333333,1,-1.10142870780938,"IXR",10
"108",3,0,27.6525,0,28.46,53.4,1.08333333333333,1,1.08333333333333,"IXR",10
"109",4,7,27.6525,0.527356354758586,20.29,46.3,1.08333333333333,1,0.555976978574747,"IXR",10
"110",5,28,27.6525,2.10942541903434,19.4,31.88,1.08333333333333,1,-1.02609208570101,"IXR",10
"111",6,71,27.6525,5.34890016969423,18.06,14.68,1.08333333333333,1,-4.2655668363609,"IXR",10
"112",7,0,27.6525,0,45.83,49.63,1.08333333333333,1,1.08333333333333,"IXR",10
"113",8,16,27.6525,1.20538595373391,42.67,26.14,1.08333333333333,1,-0.122052620400578,"IXR",10
"114",9,59,27.6525,4.4448607043938,17.97,18.37,1.08333333333333,1,-3.36152737106046,"IXR",10
"115",10,12,27.6525,0.904039465300433,42.61,14.88,1.08333333333333,1,0.1792938680329,"IXR",10
"116",11,47,27.6525,3.54082123909336,12.03,15.35,1.08333333333333,1,-2.45748790576003,"IXR",10
"117",12,46,27.6525,3.46548461698499,13.86,29.05,1.08333333333333,1,-2.38215128365166,"IXR",10
"118",13,34,27.6525,2.56144515168456,32.09,18.56,1.08333333333333,1,-1.47811181835123,"IXR",10
"119",14,29,27.6525,2.18476204114271,29.38,29.78,1.08333333333333,1,-1.10142870780938,"IXR",10
"120",15,1,27.6525,0.0753366221083694,45.49,34.22,1.08333333333333,1,1.00799671122496,"IXR",10
"121",1,9,27.6525,0.678029598975325,54.63,51.27,1.08333333333333,1,0.405303734358008,"IXR",20
"122",2,17,27.6525,1.28072257584228,46.14,46.57,1.08333333333333,1,-0.197389242508947,"IXR",20
"123",3,22,27.6525,1.65740568638413,48.8,34.25,1.08333333333333,1,-0.574072353050794,"IXR",20
"124",4,17,27.6525,1.28072257584228,27.86,19.79,1.08333333333333,1,-0.197389242508947,"IXR",20
"125",5,18,27.6525,1.35605919795065,23.82,13.46,1.08333333333333,1,-0.272725864617317,"IXR",20
"126",6,6,27.6525,0.452019732650217,11.82,22.86,1.08333333333333,1,0.631313600683117,"IXR",20
"127",7,13,27.6525,0.979376087408803,13.96,33.84,1.08333333333333,1,0.103957245924531,"IXR",20
"128",8,17,27.6525,1.28072257584228,17.01,33.09,1.08333333333333,1,-0.197389242508947,"IXR",20
"129",9,19,27.6525,1.43139582005902,38.06,54.92,1.08333333333333,1,-0.348062486725686,"IXR",20
"130",10,14,27.6525,1.05471270951717,13.02,47.99,1.08333333333333,1,0.0286206238161613,"IXR",20
"131",11,7,27.6525,0.527356354758586,51.76,36.59,1.08333333333333,1,0.555976978574747,"IXR",20
"132",12,16,27.6525,1.20538595373391,10.61,16.11,1.08333333333333,1,-0.122052620400578,"IXR",20
"133",13,9,27.6525,0.678029598975325,29.16,35.52,1.08333333333333,1,0.405303734358008,"IXR",20
"134",14,12,27.6525,0.904039465300433,41.56,37.25,1.08333333333333,1,0.1792938680329,"IXR",20
"135",15,15,27.6525,1.13004933162554,13.9,18.27,1.08333333333333,1,-0.0467159982922083,"IXR",20
"136",1,13,27.6525,0.979376087408803,11.12,11.52,1.08333333333333,1,0.103957245924531,"IXR",100
"137",2,18,27.6525,1.35605919795065,42.93,18.72,1.08333333333333,1,-0.272725864617317,"IXR",100
"138",3,20,27.6525,1.50673244216739,20.82,49.73,1.08333333333333,1,-0.423399108834055,"IXR",100
"139",4,14,27.6525,1.05471270951717,44.7,34.96,1.08333333333333,1,0.0286206238161613,"IXR",100
"140",5,23,27.6525,1.7327423084925,32.47,42.69,1.08333333333333,1,-0.649408975159164,"IXR",100
"141",6,17,27.6525,1.28072257584228,27.86,28.78,1.08333333333333,1,-0.197389242508947,"IXR",100
"142",7,13,27.6525,0.979376087408803,24.94,19.26,1.08333333333333,1,0.103957245924531,"IXR",100
"143",8,15,27.6525,1.13004933162554,13.08,41.51,1.08333333333333,1,-0.0467159982922083,"IXR",100
"144",9,19,27.6525,1.43139582005902,40.08,42.1,1.08333333333333,1,-0.348062486725686,"IXR",100
"145",10,18,27.6525,1.35605919795065,52.53,35.36,1.08333333333333,1,-0.272725864617317,"IXR",100
"146",11,13,27.6525,0.979376087408803,17.23,40.7,1.08333333333333,1,0.103957245924531,"IXR",100
"147",12,17,27.6525,1.28072257584228,14.31,44.92,1.08333333333333,1,-0.197389242508947,"IXR",100
"148",13,19,27.6525,1.43139582005902,11.88,31.85,1.08333333333333,1,-0.348062486725686,"IXR",100
"149",14,20,27.6525,1.50673244216739,10.67,23.13,1.08333333333333,1,-0.423399108834055,"IXR",100
"150",15,14,27.6525,1.05471270951717,37.23,22.11,1.08333333333333,1,0.0286206238161613,"IXR",100
"151",1,0,27.6525,0,30.07,51.62,0.541664694280079,1,0.541664694280079,"IXR",2.5
"152",2,0,27.6525,0,15.15,37.09,0.541664694280079,1,0.541664694280079,"IXR",2.5
"153",3,5,27.6525,0.376683110541847,11.9,24.84,0.541664694280079,1,0.164981583738232,"IXR",2.5
"154",4,0,27.6525,0,40.65,33.9,0.541664694280079,1,0.541664694280079,"IXR",2.5
"155",5,0,27.6525,0,39.23,16.16,0.541664694280079,1,0.541664694280079,"IXR",2.5
"156",6,0,27.6525,0,36.82,49.4,0.541664694280079,1,0.541664694280079,"IXR",2.5
"157",7,0,27.6525,0,52.77,14.74,0.541664694280079,1,0.541664694280079,"IXR",2.5
"158",8,0,27.6525,0,48.85,40.37,0.541664694280079,1,0.541664694280079,"IXR",2.5
"159",9,1,27.6525,0.0753366221083694,13.95,25.81,0.541664694280079,1,0.466328072171709,"IXR",2.5
"160",10,0,27.6525,0,49.3,11.78,0.541664694280079,1,0.541664694280079,"IXR",2.5
"161",11,0,27.6525,0,43.12,41.82,0.541664694280079,1,0.541664694280079,"IXR",2.5
"162",12,0,27.6525,0,32.8,30.06,0.541664694280079,1,0.541664694280079,"IXR",2.5
"163",13,2,27.6525,0.150673244216739,13.48,20.17,0.541664694280079,1,0.39099145006334,"IXR",2.5
"164",14,0,27.6525,0,48.08,27.68,0.541664694280079,1,0.541664694280079,"IXR",2.5
"165",15,0,27.6525,0,26.55,38.6,0.541664694280079,1,0.541664694280079,"IXR",2.5
"166",1,22,27.6525,1.65740568638413,25.5,33.28,0.541664694280079,1,-1.11574099210405,"IXR",5
"167",2,11,27.6525,0.828702843192064,11.34,48.54,0.541664694280079,1,-0.287038148911985,"IXR",5
"168",3,6,27.6525,0.452019732650217,28.92,27.41,0.541664694280079,1,0.0896449616298623,"IXR",5
"169",4,25,27.6525,1.88341555270924,36.56,39.47,0.541664694280079,1,-1.34175085842916,"IXR",5
"170",5,0,27.6525,0,19.39,16.12,0.541664694280079,1,0.541664694280079,"IXR",5
"171",6,15,27.6525,1.13004933162554,41.12,43.85,0.541664694280079,1,-0.588384637345463,"IXR",5
"172",7,0,27.6525,0,38.41,18.37,0.541664694280079,1,0.541664694280079,"IXR",5
"173",8,5,27.6525,0.376683110541847,48.47,45.18,0.541664694280079,1,0.164981583738232,"IXR",5
"174",9,76,27.6525,5.72558328023608,25.89,46.57,0.541664694280079,1,-5.183918585956,"IXR",5
"175",10,0,27.6525,0,46.78,32.76,0.541664694280079,1,0.541664694280079,"IXR",5
"176",11,66,27.6525,4.97221705915238,28.32,43.38,0.541664694280079,1,-4.4305523648723,"IXR",5
"177",12,0,27.6525,0,18.8,11.01,0.541664694280079,1,0.541664694280079,"IXR",5
"178",13,7,27.6525,0.527356354758586,49.1,45.75,0.541664694280079,1,0.0143083395214929,"IXR",5
"179",14,0,27.6525,0,39.15,23.22,0.541664694280079,1,0.541664694280079,"IXR",5
"180",15,6,27.6525,0.452019732650217,30.86,28.61,0.541664694280079,1,0.0896449616298623,"IXR",5
"181",1,5,27.6525,0.376683110541847,26.45,42.43,0.541664694280079,1,0.164981583738232,"IXR",10
"182",2,20,27.6525,1.50673244216739,15.41,13.18,0.541664694280079,1,-0.96506774788731,"IXR",10
"183",3,0,27.6525,0,52.59,27.64,0.541664694280079,1,0.541664694280079,"IXR",10
"184",4,3,27.6525,0.226009866325108,38.6,26.12,0.541664694280079,1,0.315654827954971,"IXR",10
"185",5,5,27.6525,0.376683110541847,23.45,45.62,0.541664694280079,1,0.164981583738232,"IXR",10
"186",6,15,27.6525,1.13004933162554,29.51,22.48,0.541664694280079,1,-0.588384637345463,"IXR",10
"187",7,8,27.6525,0.602692976866955,17.73,43.46,0.541664694280079,1,-0.0610282825868765,"IXR",10
"188",8,0,27.6525,0,53.13,54.31,0.541664694280079,1,0.541664694280079,"IXR",10
"189",9,1,27.6525,0.0753366221083694,43.91,16.61,0.541664694280079,1,0.466328072171709,"IXR",10
"190",10,10,27.6525,0.753366221083694,31.33,21.74,0.541664694280079,1,-0.211701526803615,"IXR",10
"191",11,10,27.6525,0.753366221083694,14.22,48.9,0.541664694280079,1,-0.211701526803615,"IXR",10
"192",12,1,27.6525,0.0753366221083694,46.02,28.88,0.541664694280079,1,0.466328072171709,"IXR",10
"193",13,0,27.6525,0,51.14,33.64,0.541664694280079,1,0.541664694280079,"IXR",10
"194",14,6,27.6525,0.452019732650217,13.91,49.3,0.541664694280079,1,0.0896449616298623,"IXR",10
"195",15,0,27.6525,0,46.12,24.07,0.541664694280079,1,0.541664694280079,"IXR",10
"196",1,13,27.6525,0.979376087408803,50.62,22.81,0.541664694280079,1,-0.437711393128724,"IXR",20
"197",2,11,27.6525,0.828702843192064,54.33,49.36,0.541664694280079,1,-0.287038148911985,"IXR",20
"198",3,7,27.6525,0.527356354758586,30.21,25.68,0.541664694280079,1,0.0143083395214929,"IXR",20
"199",4,5,27.6525,0.376683110541847,44.8,54.19,0.541664694280079,1,0.164981583738232,"IXR",20
"200",5,16,27.6525,1.20538595373391,53.97,21.99,0.541664694280079,1,-0.663721259453832,"IXR",20
"201",6,13,27.6525,0.979376087408803,49.75,20.69,0.541664694280079,1,-0.437711393128724,"IXR",20
"202",7,7,27.6525,0.527356354758586,23.18,19.57,0.541664694280079,1,0.0143083395214929,"IXR",20
"203",8,8,27.6525,0.602692976866955,18.21,46.05,0.541664694280079,1,-0.0610282825868765,"IXR",20
"204",9,10,27.6525,0.753366221083694,44.65,40.4,0.541664694280079,1,-0.211701526803615,"IXR",20
"205",10,13,27.6525,0.979376087408803,51.08,19.39,0.541664694280079,1,-0.437711393128724,"IXR",20
"206",11,11,27.6525,0.828702843192064,46.51,13.43,0.541664694280079,1,-0.287038148911985,"IXR",20
"207",12,1,27.6525,0.0753366221083694,52.66,52.38,0.541664694280079,1,0.466328072171709,"IXR",20
"208",13,7,27.6525,0.527356354758586,16.65,48.24,0.541664694280079,1,0.0143083395214929,"IXR",20
"209",14,9,27.6525,0.678029598975325,16.74,33.22,0.541664694280079,1,-0.136364904695246,"IXR",20
"210",15,13,27.6525,0.979376087408803,29.89,21.09,0.541664694280079,1,-0.437711393128724,"IXR",20
"211",1,4,27.6525,0.301346488433478,43.03,16.35,0.541664694280079,1,0.240318205846601,"IXR",100
"212",2,9,27.6525,0.678029598975325,24.03,32.06,0.541664694280079,1,-0.136364904695246,"IXR",100
"213",3,7,27.6525,0.527356354758586,18.58,53.06,0.541664694280079,1,0.0143083395214929,"IXR",100
"214",4,8,27.6525,0.602692976866955,52.82,15.4,0.541664694280079,1,-0.0610282825868765,"IXR",100
"215",5,5,27.6525,0.376683110541847,53.78,14.61,0.541664694280079,1,0.164981583738232,"IXR",100
"216",6,7,27.6525,0.527356354758586,36.15,17.37,0.541664694280079,1,0.0143083395214929,"IXR",100
"217",7,9,27.6525,0.678029598975325,10.15,37.74,0.541664694280079,1,-0.136364904695246,"IXR",100
"218",8,5,27.6525,0.376683110541847,51.52,49.31,0.541664694280079,1,0.164981583738232,"IXR",100
"219",9,10,27.6525,0.753366221083694,28.52,50.08,0.541664694280079,1,-0.211701526803615,"IXR",100
"220",10,7,27.6525,0.527356354758586,35.17,45.27,0.541664694280079,1,0.0143083395214929,"IXR",100
"221",11,9,27.6525,0.678029598975325,12.15,47.6,0.541664694280079,1,-0.136364904695246,"IXR",100
"222",12,9,27.6525,0.678029598975325,45.36,47.35,0.541664694280079,1,-0.136364904695246,"IXR",100
"223",13,9,27.6525,0.678029598975325,48.15,18.64,0.541664694280079,1,-0.136364904695246,"IXR",100
"224",14,7,27.6525,0.527356354758586,45.7,29.34,0.541664694280079,1,0.0143083395214929,"IXR",100
"225",15,7,27.6525,0.527356354758586,38.35,46.78,0.541664694280079,1,0.0143083395214929,"IXR",100
"226",1,22,27.6525,1.65740568638413,32.3398397532514,41.9592182699836,2.16666666666667,1,0.509260980282539,"IXT",2.5
"227",2,88,27.6525,6.62962274553651,54.8718033647386,24.7806135209517,2.16666666666667,1,-4.46295607886984,"IXT",2.5
"228",3,86,27.6525,6.47894950131977,53.8064896055714,24.2548839072503,2.16666666666667,1,-4.31228283465311,"IXT",2.5
"229",4,13,27.6525,0.979376087408803,28.4097493266779,36.7357874940993,2.16666666666667,1,1.18729057925786,"IXT",2.5
"230",5,16,27.6525,1.20538595373391,32.4333487289161,39.0785978292036,2.16666666666667,1,0.961280712932756,"IXT",2.5
"231",6,24,27.6525,1.80807893060087,26.9915193050028,42.3380522000665,2.16666666666667,1,0.3585877360658,"IXT",2.5
"232",7,16,27.6525,1.20538595373391,32.3000181685126,39.3415617713076,2.16666666666667,1,0.961280712932756,"IXT",2.5
"233",8,10,27.6525,0.753366221083694,26.0109582638791,37.5087660421148,2.16666666666667,1,1.41330044558297,"IXT",2.5
"234",9,15,27.6525,1.13004933162554,28.6475629485621,44.5513079205497,2.16666666666667,1,1.03661733504112,"IXT",2.5
"235",10,109,27.6525,8.21169180981227,11.3484490129173,54.4206451751354,2.16666666666667,1,-6.0450251431456,"IXT",2.5
"236",11,73,27.6525,5.49957341391097,54.75542769356,20.1483060873201,2.16666666666667,1,-3.3329067472443,"IXT",2.5
"237",12,68,27.6525,5.12289030336912,51.3596463006098,22.766871184351,2.16666666666667,1,-2.95622363670246,"IXT",2.5
"238",13,79,27.6525,5.95159314656119,53.5407537624369,23.0750462204506,2.16666666666667,1,-3.78492647989452,"IXT",2.5
"239",14,25,27.6525,1.88341555270924,30.1137064309321,42.2178372358673,2.16666666666667,1,0.283251113957431,"IXT",2.5
